index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
6950,"Não vai escrever nada, ele mal sabe escrever.","Não vai escrever nada, ele mal sabe escrever.",1,Não vai escrever nada ele mal sabe escrever,0,0,1,0,1,0,0,0,0
6971,Que carta aos brasileiros?,Que carta aos brasileiros?,1,Que carta aos brasileiros,0,0,1,0,1,0,0,0,0
6975,Que carta aos brasileiros?,Que carta aos brasileiros?,1,Que carta aos brasileiros,0,0,1,0,1,0,0,0,0
6977,"Só pode ser uma carta de explicações ao povo brasileiro, com os seguintes tópicos: 1. Sítio.","Só pode ser uma carta de explicações ao povo brasileiro, com os seguintes tópicos: 1. Sítio.",1,Só pode ser uma carta de explicações ao povo brasileiro com os seguintes tópicos 1 Sítio,0,0,1,0,1,0,0,0,0
6978,2. Triplex.,2. Triplex.,1,2 Triplex,0,0,0,0,0,0,0,0,0
6979,3. Palestras,3. Palestras,1,3 Palestras,0,0,0,0,0,0,0,0,0
6980,4. Odebrecht.,4. Odebrecht.,1,4 Odebrecht,1,0,0,0,0,0,0,0,0
6981,5. Bumlai.,5. Bumlai.,1,5 Bumlai,0,0,0,0,0,0,0,0,0
6982,6.Celso Daniel.,6.Celso Daniel.,1,6Celso Daniel,1,0,0,0,0,0,0,0,0
6984,"Coragem, Lula.","Coragem, Lula.",1,Coragem Lula,1,0,0,0,0,0,0,0,0
6987,"Já teve alguma antes? Não vou ler , somente se forem cartas do exílio ou cartas da prisão","Já teve alguma antes? Não vou ler , somente se forem cartas do exílio ou cartas da prisão",1,Já teve alguma antes Não vou ler  somente se forem cartas do exílio ou cartas da prisão,0,0,1,0,1,0,0,0,0
6995,Uai ?,Uai ?,1,Uai ,0,0,0,0,0,0,0,0,0
6996,Ele vai escrever ?,Ele vai escrever ?,1,Ele vai escrever ,0,0,1,0,0,0,0,0,0
6997,Ele sabe ?,Ele sabe ?,1,Ele sabe ,0,0,1,0,0,0,0,0,0
7000,só se a carta for recheada de palavrões e de bobagens.,só se a carta for recheada de palavrões e de bobagens.,1,só se a carta for recheada de palavrões e de bobagens,0,0,1,0,1,0,0,0,0
7001,Que tal uma carta propondo uma delação ao MPF?,Que tal uma carta propondo uma delação ao MPF?,1,Que tal uma carta propondo uma delação ao MPF,1,0,1,0,1,0,0,0,0
7002,"Mas...Lula não sabe escrever,como é que avalia nova carta aos brasileiros.","Mas...Lula não sabe escrever,como é que avalia nova carta aos brasileiros.",1,MasLula não sabe escrevercomo é que avalia nova carta aos brasileiros,1,0,1,0,1,0,1,0,0
7011,Porque sera ? .,Porque sera ? .,1,Porque sera  ,0,0,1,0,1,0,0,0,0
7012,A frase e verdadeira e a frase e do prólula..,A frase e verdadeira e a frase e do prólula..,1,A frase e verdadeira e a frase e do prólula,0,0,1,0,1,0,1,0,0
7013,Porque sera ? ..,Porque sera ? ..,1,Porque sera  ,0,0,1,0,1,0,1,0,0
7014,Carta de Despedida ao Povo Brasileiro.,Carta de Despedida ao Povo Brasileiro.,1,Carta de Despedida ao Povo Brasileiro,1,0,1,0,1,0,0,0,0
7015,É impressionante como Lula ' finge [tão completamente]P6 que chega a fingir que é dor a dor que deveras sente' (Fernando Pessoa).,É impressionante como Lula ' finge tão completamente que chega a fingir que é dor a dor que deveras sente' (Fernando Pessoa).,1,É impressionante como Lula  finge tão completamente que chega a fingir que é dor a dor que deveras sente Fernando Pessoa,1,0,1,0,1,1,0,0,0
7016,Lula poderia ser um artista ou um poeta [kkkkk]P5,Lula poderia ser um artista ou um poeta kkkkk,1,Lula poderia ser um artista ou um poeta kkkkk,1,0,1,0,1,0,0,0,0
7030,Se ficar o bicho pega. se correr....,Se ficar o bicho pega. se correr....,1,Se ficar o bicho pega se correr,0,0,1,0,1,0,1,0,0
7031,"Será q [painho]P5 + [mainha]P5 do BR + fióti inteigenti pós-impeachment ou renúncia seriam convidados p/dar palestras na China [""Como Ganhar Dimdim""]P1 ?","Será q painho + mainha do BR + fióti inteigenti pós-impeachment ou renúncia seriam convidados p/dar palestras na China [""Como Ganhar Dimdim""]P1 ?",1,Será q painho  mainha do BR  fióti inteigenti pósimpeachment ou renúncia seriam convidados pdar palestras na China Como Ganhar DimdimP1 ,1,0,1,0,1,1,0,0,0
7037,Por que não fizeram?,Por que não fizeram?,1,Por que não fizeram,0,0,1,0,1,0,0,0,0
7046,"porque primeiro tratou de encher os bolsos com dinheiro público,ficou bilionário não apenas êle mas os seu filhotes au au au au","porque primeiro tratou de encher os bolsos com dinheiro público,ficou bilionário não apenas êle mas os seu filhotes au au au au",1,porque primeiro tratou de encher os bolsos com dinheiro públicoficou bilionário não apenas êle mas os seu filhotes au au au au,1,0,1,0,1,0,0,0,1
7054,Porque sera ? .,Porque sera ? .,1,Porque sera  ,0,0,1,0,1,0,0,0,0
7055,A frase e verdadeira e a frase e do próprio lula ..,A frase e verdadeira e a frase e do próprio lula ..,1,A frase e verdadeira e a frase e do próprio lula ,0,0,1,0,1,0,1,0,0
7056,Porque sera ? ..,Porque sera ? ..,1,Porque sera  ,0,0,1,0,1,0,1,0,0
7057,"Povo de meu país, preciso recuperar o sítio e o triplexhe, votem em mim, meu nome é prixchulex.","Povo de meu país, preciso recuperar o sítio e o triplexhe, votem em mim, meu nome é prixchulex.",1,Povo de meu país preciso recuperar o sítio e o triplexhe votem em mim meu nome é prixchulex,0,0,1,0,1,0,0,0,0
7058,"o texto poderia ser simples assim: Brasileiros e brasileiras, estou afastando-me definitivamente da vida publica, garantindo que não irei dar palpite em mais nada, a não ser na minha casa.","o texto poderia ser simples assim: Brasileiros e brasileiras, estou afastando-me definitivamente da vida publica, garantindo que não irei dar palpite em mais nada, a não ser na minha casa.",1,o texto poderia ser simples assim Brasileiros e brasileiras estou afastandome definitivamente da vida publica garantindo que não irei dar palpite em mais nada a não ser na minha casa,0,0,1,0,1,0,0,0,0
7060,Qual casa ?,Qual casa ?,1,Qual casa ,0,0,0,0,0,0,0,0,0
7061,A casa de campo ou a casa de praia ?,A casa de campo ou a casa de praia ?,1,A casa de campo ou a casa de praia ,0,0,1,0,1,0,0,0,0
7066,Chega de mentiras senhor Pìnóquio!,Chega de mentiras senhor Pìnóquio!,1,Chega de mentiras senhor Pìnóquio,1,0,1,0,1,0,0,0,0
7070,Essa galera do desgov.br ( incluídos divinos mestres ) está dando sorte !,Essa galera do desgov.br ( incluídos divinos mestres ) está dando sorte !,1,Essa galera do desgovbr  incluídos divinos mestres  está dando sorte ,0,0,1,0,1,0,0,0,0
7071,"* Se trabalhasse numa estatal chinesa c/ essa [""Cultura Manzorra""]P1 pegaria Prisão [""Perpétua""]P1 c/ certeza !","* Se trabalhasse numa estatal chinesa c/ essa [""Cultura Manzorra""]P1 pegaria Prisão [""Perpétua""]P1 c/ certeza !",1, Se trabalhasse numa estatal chinesa c essa Cultura ManzorraP1 pegaria Prisão PerpétuaP1 c certeza ,0,0,1,0,1,1,0,0,0
7072,"Tem vaga disponível pra dieta do pinhão, em Curitiba.","Tem vaga disponível pra dieta do pinhão, em Curitiba.",1,Tem vaga disponível pra dieta do pinhão em Curitiba,1,0,1,0,1,0,0,0,0
7073,"A história do [""lula""]P1 é a sua carta: menino do mep, celso daniel, mensalão, petrolão, telefonia.......","A história do [""lula""]P1 é a sua carta: menino do mep, celso daniel, mensalão, petrolão, telefonia.......",1,A história do lulaP1 é a sua carta menino do mep celso daniel mensalão petrolão telefonia,1,0,1,0,1,1,1,0,1
7075,"Que validade tem uma carta de intenções do [""lula""[?","Que validade tem uma carta de intenções do [""lula""?",1,Que validade tem uma carta de intenções do lula,0,0,1,0,1,1,0,0,0
7079,Que validade teria uma carta de intenções de lula?,Que validade teria uma carta de intenções de lula?,1,Que validade teria uma carta de intenções de lula,0,0,1,0,1,0,0,0,0
7080,"Nenhuma, sua história é a sua carta ao povo brasileiro: menino do mep, celso daniel, mensalão, petrolão, telefonia, seus [""negócios""]P1, seus [""imóveis""]P1.........","Nenhuma, sua história é a sua carta ao povo brasileiro: menino do mep, celso daniel, mensalão, petrolão, telefonia, seus [""negócios""]P1, seus [""imóveis""]P1.........",1,Nenhuma sua história é a sua carta ao povo brasileiro menino do mep celso daniel mensalão petrolão telefonia seus negóciosP1 seus imóveisP1,1,0,1,0,1,1,1,0,1
7081,"Negociatas com parlamentares, isso é democracia?","Negociatas com parlamentares, isso é democracia?",1,Negociatas com parlamentares isso é democracia,1,0,1,0,1,0,0,0,0
7083,"E outra coisa, o PTê não se está usando o mote do voto para dizer que a defesa do mandato da Dilma significa democracia?","E outra coisa, o PTê não se está usando o mote do voto para dizer que a defesa do mandato da Dilma significa democracia?",1,E outra coisa o PTê não se está usando o mote do voto para dizer que a defesa do mandato da Dilma significa democracia,1,0,1,0,1,0,0,0,0
7084,"Então, como Lulla, que não foi o eleito, pode assumir como [""governante informal""]P1?","Então, como Lulla, que não foi o eleito, pode assumir como [""governante informal""]P1?",1,Então como Lulla que não foi o eleito pode assumir como governante informalP1,0,0,1,0,1,1,0,0,0
7087,Deve escrever????,Deve escrever????,1,Deve escrever,0,0,0,0,0,0,1,0,1
7095,** Olhem Ciro produto híbrido ( ex-[painho]P5 Color + [painho]P5 L u ) orquestrando candidatura prizidenti.br !,** Olhem Ciro produto híbrido ( ex-painho Color + painho L u ) orquestrando candidatura prizidenti.br !,1, Olhem Ciro produto híbrido  expainho Color  painho L u  orquestrando candidatura prizidentibr ,1,0,1,0,1,0,0,0,0
7096,# Exorcismos já !,# Exorcismos já !,1, Exorcismos já ,1,0,0,0,0,0,0,0,0
7098,"A Carta deve ser desenhada, um @bêbado, cheio de #amantes, fala errado, mandante de &assassinatos de prefeitos, anda junto com perueiros e alternativos do transporte coletivo que elege deputado estadual em SP ligado ao @PCC.","A Carta deve ser desenhada, um @bêbado, cheio de #amantes, fala errado, mandante de &assassinatos de prefeitos, anda junto com perueiros e alternativos do transporte coletivo que elege deputado estadual em SP ligado ao @PCC.",1,A Carta deve ser desenhada um bêbado cheio de amantes fala errado mandante de assassinatos de prefeitos anda junto com perueiros e alternativos do transporte coletivo que elege deputado estadual em SP ligado ao PCC,1,0,1,0,1,0,0,1,0
7099,Será que vão gostar da carta?,Será que vão gostar da carta?,1,Será que vão gostar da carta,0,0,1,0,1,0,0,0,0
7100,"O melhor é a mão grande dos Diretores da $Bancoop que fizeram [""$ação entre amigos$""]P1 e montaram a Colônia de Férias na praia das Astúrias, o #chefão decide onde dormir na praia com a @titular ou amante, tudo num @Dolce far Niente""!","O melhor é a mão grande dos Diretores da $Bancoop que fizeram [""$ação entre amigos$""]P1 e montaram a Colônia de Férias na praia das Astúrias, o #chefão decide onde dormir na praia com a @titular ou amante, tudo num @Dolce far Niente""!",1,O melhor é a mão grande dos Diretores da Bancoop que fizeram ação entre amigosP1 e montaram a Colônia de Férias na praia das Astúrias o chefão decide onde dormir na praia com a titular ou amante tudo num Dolce far Niente,1,0,1,0,1,1,0,0,0
7101,Víche...,Víche...,1,Víche,0,0,0,0,0,0,1,0,0
7102,"Sansana, de sana, num tem nadica de nada !","Sansana, de sana, num tem nadica de nada !",1,Sansana de sana num tem nadica de nada ,1,0,1,0,1,0,0,0,0
7103,"Observem, Leitores neutros : estes que odeiam o Petismo, sempre [""esquecem""]P1 de lançar argumentos com base na lógica...","Observem, Leitores neutros : estes que odeiam o Petismo, sempre [""esquecem""]P1 de lançar argumentos com base na lógica...",1,Observem Leitores neutros  estes que odeiam o Petismo sempre esquecemP1 de lançar argumentos com base na lógica,0,0,1,0,1,1,1,0,0
7105,Por que será ?!,Por que será ?!,1,Por que será ,0,0,1,0,1,0,1,0,0
7106,"São sempre cotados como [""gente fina""]P1 elegante, sincera... cadê ?!","São sempre cotados como [""gente fina""]P1 elegante, sincera... cadê ?!",1,São sempre cotados como gente finaP1 elegante sincera cadê ,0,0,1,0,1,1,1,0,0
7107,O Bocatwo é brincalhão...,O Bocatwo é brincalhão...,1,O Bocatwo é brincalhão,0,0,1,0,1,0,1,0,0
7113,Argumentos com base na lógica?,Argumentos com base na lógica?,1,Argumentos com base na lógica,0,0,1,0,1,0,0,0,0
7114,O petrolão serve?,O petrolão serve?,1,O petrolão serve,0,0,1,0,1,0,0,0,0
7115,"Se não servir podemos lembrar do mensalão, a compra do Congresso, os negócios secretos sinistros com regimes totalitários, a corrupção desembestada, o estelionato eleitoral.","Se não servir podemos lembrar do mensalão, a compra do Congresso, os negócios secretos sinistros com regimes totalitários, a corrupção desembestada, o estelionato eleitoral.",1,Se não servir podemos lembrar do mensalão a compra do Congresso os negócios secretos sinistros com regimes totalitários a corrupção desembestada o estelionato eleitoral,0,0,1,0,1,0,0,1,0
7116,Tá bom ou quer mais?,Tá bom ou quer mais?,1,Tá bom ou quer mais,0,1,1,0,1,0,0,0,0
7117,...qué que eu chame alguém...??....,...qué que eu chame alguém...??....,1,qué que eu chame alguém,0,0,1,0,0,0,1,0,1
7118,Hiii hi hi,Hiii hi hi,1,Hiii hi hi,0,0,0,0,0,0,0,1,1
7119,"Senhores, aconteceu algo inédito : meu comentário apareceu com horário e uma frase inusitada > [""neste instante""]P1 !!","Senhores, aconteceu algo inédito : meu comentário apareceu com horário e uma frase inusitada > [""neste instante""]P1 !!",1,Senhores aconteceu algo inédito  meu comentário apareceu com horário e uma frase inusitada  neste instanteP1 ,0,0,1,0,1,1,1,0,1
7120,"Estou emocionado, meu Brasil.","Estou emocionado, meu Brasil.",1,Estou emocionado meu Brasil,1,0,1,0,1,0,0,0,0
7121,A Mordaça foi retirada !!,A Mordaça foi retirada !!,1,A Mordaça foi retirada ,1,0,1,0,1,0,1,0,1
7123,"Democracia é linda... a Fôia evoluiu, escapou do escárnio da História... (terá sido [""falha nossa""]P1) ?!","Democracia é linda... a Fôia evoluiu, escapou do escárnio da História... (terá sido [""falha nossa""]P1) ?!",1,Democracia é linda a Fôia evoluiu escapou do escárnio da História terá sido falha nossaP1 ,0,1,1,0,1,1,1,0,0
7124,..dispenso... mas se for em papel macio e picotado ...HIii hi hi,..dispenso... mas se for em papel macio e picotado ...HIii hi hi,1,dispenso mas se for em papel macio e picotado HIii hi hi,1,0,1,0,1,0,1,1,1
7129,IMPOSSIVE,IMPOSSIVE,1,IMPOSSIVE,0,0,0,0,0,0,0,0,0
7133,- Carta para brasileiros????....,- Carta para brasileiros????....,1, Carta para brasileiros,1,0,1,0,1,0,1,0,1
7134,o que é que um desacreditado destes tem para propor?....,o que é que um desacreditado destes tem para propor?....,1,o que é que um desacreditado destes tem para propor,0,0,1,0,1,0,1,0,0
7135,"Cuba, Mensalão, Petróleo, 39 ministérios, milhares ganhando sem trabalhar?...","Cuba, Mensalão, Petróleo, 39 ministérios, milhares ganhando sem trabalhar?...",1,Cuba Mensalão Petróleo 39 ministérios milhares ganhando sem trabalhar,1,0,1,0,1,0,1,0,0
7145,Será que Celso Daniel faleceu por mordida de jararaca?,Será que Celso Daniel faleceu por mordida de jararaca?,1,Será que Celso Daniel faleceu por mordida de jararaca,1,0,1,0,1,0,0,0,0
7146,"República do Butantã, nunca mais!","República do Butantã, nunca mais!",1,República do Butantã nunca mais,1,0,1,0,1,0,0,0,0
7158,"Porém, um assessor bem próximo disse que o Presidente do PSDB, o finado Sérgio Guerra, mandou um recado : ""vem não, Lula... o inferno tá lotado de Tucano, e já tem fila de espera...","Porém, um assessor bem próximo disse que o Presidente do PSDB, o finado Sérgio Guerra, mandou um recado : ""vem não, Lula... o inferno tá lotado de Tucano, e já tem fila de espera...",1,Porém um assessor bem próximo disse que o Presidente do PSDB o finado Sérgio Guerra mandou um recado  vem não Lula o inferno tá lotado de Tucano e já tem fila de espera,1,0,1,1,1,1,1,1,0
7159,"Fica por aí mesmo"" !!","Fica por aí mesmo"" !!",1,Fica por aí mesmo ,0,0,1,0,1,1,1,0,1
7165,Lula devia avaliar ter vergonha na cara isso sim,Lula devia avaliar ter vergonha na cara isso sim,1,Lula devia avaliar ter vergonha na cara isso sim,1,0,1,0,1,0,0,0,0
7166,"A carta, obviamente, será redigida pelo Insituto Luulaa, dada a incapacidade do mesmo redigir por conta uma linha sequer...","A carta, obviamente, será redigida pelo Insituto Luulaa, dada a incapacidade do mesmo redigir por conta uma linha sequer...",1,A carta obviamente será redigida pelo Insituto Luulaa dada a incapacidade do mesmo redigir por conta uma linha sequer,0,0,1,0,1,0,1,0,0
7170,"também temos um tecido muito esgarçado prá se costurar, e pouca linha, agulha inadequada...","também temos um tecido muito esgarçado prá se costurar, e pouca linha, agulha inadequada...",1,também temos um tecido muito esgarçado prá se costurar e pouca linha agulha inadequada,0,0,1,0,1,0,1,0,0
7173,"Sugestão de título: [""Carta do Cárcere""]P1","Sugestão de título: [""Carta do Cárcere""]P1",1,Sugestão de título Carta do CárcereP1,0,0,1,0,1,1,0,0,0
7174,Que tal uma carta de renúncia ao foro privilegiado?,Que tal uma carta de renúncia ao foro privilegiado?,1,Que tal uma carta de renúncia ao foro privilegiado,0,0,1,0,1,0,0,0,0
7175,"[""Diário de um detento""]P1 também seria interessante...","[""Diário de um detento""]P1 também seria interessante...",1,Diário de um detentoP1 também seria interessante,0,0,1,0,1,1,1,0,0
7179,Mais facil o planeta girar ao contrario do que Lula preso amigo !,Mais facil o planeta girar ao contrario do que Lula preso amigo !,1,Mais facil o planeta girar ao contrario do que Lula preso amigo ,1,0,1,1,1,0,0,0,0
7183,Ele esqueceu que ainda pode ir para Curitiba.,Ele esqueceu que ainda pode ir para Curitiba.,1,Ele esqueceu que ainda pode ir para Curitiba,1,0,1,0,0,0,0,0,0
7187,Quer dizer que discutir não pode?,Quer dizer que discutir não pode?,1,Quer dizer que discutir não pode,0,0,1,0,1,0,0,0,0
7196,mas alguém em Brasília deseja largar as tetas do creme mais grosso que existe ?,mas alguém em Brasília deseja largar as tetas do creme mais grosso que existe ?,1,mas alguém em Brasília deseja largar as tetas do creme mais grosso que existe ,1,0,1,1,1,0,0,0,0
7197,"e a turma do PP , PR , PSD , etc... que não abram os olhos ; depois que eles ajudarem a derrubar o impeachment , eles acham que ela vai dividir o bolo ?","e a turma do PP , PR , PSD , etc... que não abram os olhos ; depois que eles ajudarem a derrubar o impeachment , eles acham que ela vai dividir o bolo ?",1,e a turma do PP  PR  PSD  etc que não abram os olhos  depois que eles ajudarem a derrubar o impeachment  eles acham que ela vai dividir o bolo ,1,0,1,0,1,0,1,0,0
7198,porque o PMDB não quer largar o governo ?,porque o PMDB não quer largar o governo ?,1,porque o PMDB não quer largar o governo ,1,0,1,0,1,0,0,0,0
7203,Mais uma chuva de dinheiro do fundo partidário.,Mais uma chuva de dinheiro do fundo partidário.,1,Mais uma chuva de dinheiro do fundo partidário,0,0,1,0,1,0,0,0,0
7204,Seria bom demais pra ser verdade.,Seria bom demais pra ser verdade.,1,Seria bom demais pra ser verdade,0,1,1,0,1,0,0,0,0
7205,"Ter a oportunidade de se livrar de Dilma, Lula, Cunha, PT, PP, PT do B, PMDB.","Ter a oportunidade de se livrar de Dilma, Lula, Cunha, PT, PP, PT do B, PMDB.",1,Ter a oportunidade de se livrar de Dilma Lula Cunha PT PP PT do B PMDB,1,0,1,0,1,0,0,0,0
7206,Dilma topa vir de presidente de novo?,Dilma topa vir de presidente de novo?,1,Dilma topa vir de presidente de novo,1,0,1,0,1,0,0,0,0
7207,Se duvidar perde até do Bolsonaro.,Se duvidar perde até do Bolsonaro.,1,Se duvidar perde até do Bolsonaro,1,0,1,0,1,0,0,0,0
7208,Provavelmente vai se exilar no Uruguai.,Provavelmente vai se exilar no Uruguai.,1,Provavelmente vai se exilar no Uruguai,1,0,1,0,1,0,0,0,0
7209,Venezuela e Cuba ninguém quer...,Venezuela e Cuba ninguém quer...,1,Venezuela e Cuba ninguém quer,1,0,1,0,1,0,1,0,0
7215,"De acordo com alguns comentários, parece que a decisão de desbaratar uma quadrilha, aqui, depende de um estalar de dedos.","De acordo com alguns comentários, parece que a decisão de desbaratar uma quadrilha, aqui, depende de um estalar de dedos.",1,De acordo com alguns comentários parece que a decisão de desbaratar uma quadrilha aqui depende de um estalar de dedos,0,0,1,0,1,0,0,0,0
7222,Noval eleições para todo o parlamento?,Noval eleições para todo o parlamento?,1,Noval eleições para todo o parlamento,0,0,1,0,1,0,0,0,0
7223,Por quê?,Por quê?,1,Por quê,0,0,1,0,1,0,0,0,0
7226,Daqui a pouco Dilma vai falar que só aceita sair se no Brasil todo houver novas eleições para síndicos....,Daqui a pouco Dilma vai falar que só aceita sair se no Brasil todo houver novas eleições para síndicos....,1,Daqui a pouco Dilma vai falar que só aceita sair se no Brasil todo houver novas eleições para síndicos,1,0,1,0,1,0,1,0,0
7240,O bom é inimigo do ótimo.,O bom é inimigo do ótimo.,1,O bom é inimigo do ótimo,0,1,1,0,1,0,0,0,0
7251,Acorde meu caro.,Acorde meu caro.,1,Acorde meu caro,0,0,0,0,1,0,0,0,0
7260,"Esse cadáver político, moral e ético jamais terá a dignidade em renunciar, precisa sepultar, pois já esta fedendo.","Esse cadáver político, moral e ético jamais terá a dignidade em renunciar, precisa sepultar, pois já esta fedendo.",1,Esse cadáver político moral e ético jamais terá a dignidade em renunciar precisa sepultar pois já esta fedendo,0,0,1,0,1,0,0,0,0
7261,"De acordo com alguns comentários, parece que a decisão de desbaratar uma quadrilha, aqui, depende de um estalar de dedos.","De acordo com alguns comentários, parece que a decisão de desbaratar uma quadrilha, aqui, depende de um estalar de dedos.",1,De acordo com alguns comentários parece que a decisão de desbaratar uma quadrilha aqui depende de um estalar de dedos,0,0,1,0,1,0,0,0,0
7277,"Aparentemente, não é mais ...","Aparentemente, não é mais ...",1,Aparentemente não é mais ,0,0,1,0,1,0,1,0,0
7281,Até que enfim esta senhora falou algo razoável.,Até que enfim esta senhora falou algo razoável.,1,Até que enfim esta senhora falou algo razoável,0,0,1,0,1,0,0,0,0
7286,"Uai, celinhavasconça, e sabe ela o que é xeque-mate?","Uai, celinhavasconça, e sabe ela o que é xeque-mate?",1,Uai celinhavasconça e sabe ela o que é xequemate,1,0,1,0,1,0,0,0,0
7290,Rindo até o ano que vem..rsrsrs,Rindo até o ano que vem..rsrsrs,1,Rindo até o ano que vemrsrsrs,0,0,1,0,1,0,1,0,0
7311,"Querida, vc não precisa discutir eleições.","Querida, vc não precisa discutir eleições.",1,Querida vc não precisa discutir eleições,0,0,1,0,1,0,0,0,0
7323,Tchau querida!,Tchau querida!,1,Tchau querida,0,0,0,0,0,0,0,0,0
7326,"Lógico que [elazinha]P5 e o temer ficariam de fora, assim como o lils, claro...","Lógico que elazinha e o temer ficariam de fora, assim como o lils, claro...",1,Lógico que elazinha e o temer ficariam de fora assim como o lils claro,0,0,1,0,1,0,1,0,0
7327,Aí seria o céu!,Aí seria o céu!,1,Aí seria o céu,0,0,1,0,1,0,0,0,0
7336,"Quando esta senhora fala, atualmente até as flores murcham.","Quando esta senhora fala, atualmente até as flores murcham.",1,Quando esta senhora fala atualmente até as flores murcham,0,0,1,0,1,0,0,0,0
7337,"Que desânimo, meu Deus !","Que desânimo, meu Deus !",1,Que desânimo meu Deus ,0,0,1,0,0,0,0,0,0
7338,"Vai prá casa, Padilma !","Vai prá casa, Padilma !",1,Vai prá casa Padilma ,0,0,0,0,0,0,0,0,0
7339,"Vamos sonhar um [pouquinho]P5 e acreditar que desta vez, vai ser verdade!","Vamos sonhar um pouquinho e acreditar que desta vez, vai ser verdade!",1,Vamos sonhar um pouquinho e acreditar que desta vez vai ser verdade,0,0,1,0,1,0,0,0,0
7344,"Até para escrever uma coisa simples, tenho que fazer malabarismo com as palavras.","Até para escrever uma coisa simples, tenho que fazer malabarismo com as palavras.",1,Até para escrever uma coisa simples tenho que fazer malabarismo com as palavras,0,0,1,0,1,0,0,0,0
7345,"Este [""Journal""]P1 censura mais que a ditadura.","Este [""Journal""]P1 censura mais que a ditadura.",1,Este JournalP1 censura mais que a ditadura,0,0,1,0,1,1,0,0,0
7349,"Sra. Dilma, essa foi a sua melhor fala desde a sua posse.","Sra. Dilma, essa foi a sua melhor fala desde a sua posse.",1,Sra Dilma essa foi a sua melhor fala desde a sua posse,1,0,1,0,1,0,0,1,0
7358,"Agora fica esta briga partidária, afinal quem comeu a Dilma?","Agora fica esta briga partidária, afinal quem comeu a Dilma?",1,Agora fica esta briga partidária afinal quem comeu a Dilma,1,0,1,0,1,0,0,0,0
7359,"Credo, mas isso seria de um péssimo gosto, a carniça deve estar estragada.","Credo, mas isso seria de um péssimo gosto, a carniça deve estar estragada.",1,Credo mas isso seria de um péssimo gosto a carniça deve estar estragada,0,0,1,0,1,0,0,0,0
7363,Acho que é a primeira vez que essa senhora tem um pensamento correto.,Acho que é a primeira vez que essa senhora tem um pensamento correto.,1,Acho que é a primeira vez que essa senhora tem um pensamento correto,0,0,1,0,1,0,0,0,0
7367,"Pessoal sei que não tem haver, mas quem viu o [filminho]P5 da Janaina?","Pessoal sei que não tem haver, mas quem viu o filminho da Janaina?",1,Pessoal sei que não tem haver mas quem viu o filminho da Janaina,0,0,1,0,1,0,0,1,0
7368,Da até medo né ?,Da até medo né ?,1,Da até medo né ,0,0,1,0,1,0,0,0,0
7369,A verdadeira expressão do descontrole.,A verdadeira expressão do descontrole.,1,A verdadeira expressão do descontrole,0,0,1,0,1,0,0,1,0
7374,Quer continuar a destruir o país?,Quer continuar a destruir o país?,1,Quer continuar a destruir o país,0,0,1,0,1,0,0,0,0
7412,vamos por partes como o esquartejador diz primeiro a cabeça depois os membros mas esse peithe tem que ser esfacelado junto vom essa sinistra brasileira ingnorante e hipo crita,vamos por partes como o esquartejador diz primeiro a cabeça depois os membros mas esse peithe tem que ser esfacelado junto vom essa sinistra brasileira ingnorante e hipo crita,1,vamos por partes como o esquartejador diz primeiro a cabeça depois os membros mas esse peithe tem que ser esfacelado junto vom essa sinistra brasileira ingnorante e hipo crita,0,0,1,0,1,0,0,0,0
7413,O planalto só Temer,O planalto só Temer,1,O planalto só Temer,1,0,1,0,1,0,0,0,0
7415,Bem feito!,Bem feito!,1,Bem feito,0,0,1,0,0,0,0,0,0
7416,"Da série:[""Como afundar um país""]P1.","Da série:[""Como afundar um país""]P1.",1,Da sérieComo afundar um paísP1,0,0,1,0,1,1,0,0,0
7421,Vai lamber sabão Zé Eduardo !,Vai lamber sabão Zé Eduardo !,1,Vai lamber sabão Zé Eduardo ,1,0,1,0,0,0,0,0,0
7423,Match 10! [Kkkkkkkkk]P5,Match 10! Kkkkkkkkk,1,Match 10 Kkkkkkkkk,0,0,0,0,0,0,0,1,0
7427,Quem diria que o desalmado viria a ser o impedimento do impedimento ?!!,Quem diria que o desalmado viria a ser o impedimento do impedimento ?!!,1,Quem diria que o desalmado viria a ser o impedimento do impedimento ,0,0,1,0,1,0,1,0,1
7429,"A isto dá-se o nome de [""Feitiço que vira-se contra a feiticeira""]P1.","A isto dá-se o nome de [""Feitiço que vira-se contra a feiticeira""]P1.",1,A isto dáse o nome de Feitiço que virase contra a feiticeiraP1,0,0,1,0,1,1,0,0,0
7431,Que [peninha]P5.,Que peninha.,1,Que peninha,0,0,1,0,1,0,0,0,0
7432,"Ohh Wilson que ilson, para com ilson, deixa de ser alienadilson, pitilson e psdbilson são são o mesmo lixilson.","Ohh Wilson que ilson, para com ilson, deixa de ser alienadilson, pitilson e psdbilson são são o mesmo lixilson.",1,Ohh Wilson que ilson para com ilson deixa de ser alienadilson pitilson e psdbilson são são o mesmo lixilson,1,0,1,0,1,0,0,0,1
7433,Mazinho vc faz jús ao nome.,Mazinho vc faz jús ao nome.,1,Mazinho vc faz jús ao nome,1,0,1,0,1,0,0,0,0
