adj_polaridade_positiva,pont_repetida,entidade_nomeada,disparadores,expressoes,letras_repetidas,palavras_repetidas,aspas,intensificadores,modificadores,liwc,rotulo,sentenca
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"Tudo gente fina, ou melhor, traidores do Brasil."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,parabéns ao juiz Moro à sua equipe e a nossa PF.....
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,viva a decência
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,de alma lavada.....
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,parabens à PF e a Promotoria Federal.....
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,é emocionante uma notícia dessas numa segunda feira....
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Todo marqueteiro é uma libélula deslumbrante.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"João Santana, o marqueteiro do país das maravilhas, foi pego."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,- Quem diria?...que os poderosos estariam presos?
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,Alguém viu um estadista por aí????
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,A Odebrech também falou que não tinha nada....
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Nada de nada, e do pesedebe, não se investiga, fim."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,A história se encarregará de o ter como o maior presidente e estadista da história deste país.
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,"Os P.E.T.R.A.L.H.A.S.tambem construíram muito: porto em Cuba, metrô em Caracas, um tríplex na Guarujá, um belo sítio em Atibaia, sem falar no mais novo curso superior no currículo do MEC: Curso de Contabilidade Criativa."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Se é tudo 'invenção', então pq não processa essa senhora por calúnia e difamação?"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Candidata ""Nova Mainha do BR""?"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,"Isso mesmo, são ""coisas menores"", porque coisa grande mesmo é o barco da Dona Marisa."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"""Se desfaça essa organização criminosa"",inclusive a que se instalou no estado de SP!"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,É bom ser amigo da grande mídia.
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Kkkkk, então qualquer coisa (e estamos falando de lavagem de dinheiro e/ou remessa ilegal ao exterior) que sai dos tucanos, não pode falar, pq é desviar a atenção da Lava-Jato."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Abra os olhos , dona Dilma!"
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"Que tanto medo tem LULA de que investiguem a ele e ao PT, se declara aos quatro ventos que é o homem mais honesto do país e que não deve nada a ninguém?"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Engraçado!
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,"Na realidade, amarelou!!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Cuidado com ele.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Fechamento fábricas , milhões desempregados um presente de pete."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Um país onde tudo é relativo, onde nada é grave e onde a população tem que engolir tudo sem reclamar."
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Dinheiro de corrupção para financiar campanha de Dilma ñ é grave.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Ou será sua ekipe os responsáveis por esta maravilhosa idéia de aumentar a alíquota do mais novo velho imposto?
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Não importa mais o Brasil e sim a cadeira da presidência.
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,hmmmm sei não.
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Parabéns à Polícia Militar do Estado de São Paulo...
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"Mais uma ""reportagem"" extremamente mal feita e tendenciosa!"
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,"É só olhar nas fotos que vocês verão a cara da humildade e ignorância deste pessoal vestido de Venezuela, nem sabem o que estão fazendo lá, mas o bolsa marmita e os trinta ré da condução tão garantidos."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,"Este detalhe (que não é ""detalhe"") só COMPROVA que quem está à frente, não possui compromisso com a verdadeira Justiça."
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,"Querem ""fazer"" justiça sob encomenda - vergonhoso !!"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"Que tal fazer as coisas certas, agora ?!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Partiram para o ataque com pedras, frutas, pet com água, ovos, galhos e etc."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Estão apoiando o Pai?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Quando um funcionário traz prejuízo para uma empresa, ele é demitido."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Da mesma forma, o chefe do executivo não é dono do país, é um empregado dos brasileiros, e pelo fato de ser incompetente e ter causado todo o problema econômico que estamos, é passível de ser demitida, ou no caso, ser afastada, no mínimo, por incompetência."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Não gostava do barbudo também, mas nunca cogitei impeachment no governo dele."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,"Agora no seu governo, senhora, a corrupção está afundando nosso país."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Não existe emprego, inflação a dois dígitos, carga tributária de Noruega e serviços a população de Zimbábue."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,E ainda quer mais imposto?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Pra quê?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Caixa 2?
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"A presidente não vai cair porque não se gosta dela, vai cair porque agiu contra a lei, simples assim..."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Esses argumentos são bestiais.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Juridicamente falando não tem base pra impeachment, não tem fundamento jurídico, e o pior de tudo o povão, a massa mesmo não apóia o impeachment, por isso não decolou o golpe."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,"Mas o governo da Dilma é muito semelhante ao governo FHC, tão ruim qto."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Vejam muitos picaretas desses movimentecos saírem candidatos a vereador em 2016 pra verem no que estão interessados de fato.
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Lobão possivelmente será candidato.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Vi esta entrevista dela.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,Logo após anunciar o aumento para o fundo partidário.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Já nem suporto mais assistir noticiários.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Como ela pode falar em democracia, mentindo e enganando o povo?"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Não adianta tapar o sol com a peneira e criar prosopopeias, ou florear com falas mentirosas, o povo está esperto e cobra mudanças, não acredita mais nestas conversas e ações eleitoreiras."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Nem os investidores acreditam mais nos novos rumos que traçam para seguir com o governo, estão tirando o dinheiro e brasileiros também têm feito isso, estão todos apavorados."
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"Ninguem quer tirá-la da Presidência por que não gostam dela e sim pela incompetência que esta afundando o Brasil e seu povo, que a cada dia tem que pagar mais impostos para cobrir a lambança que o PT fez e esta fazendo com a imensa lama de corrupção que se tornou nosso Brasil, pelas promessas enganadoras feitas em sua campanha eleitoral ao povo e pela vergonha que esta fazendo a sociedade brasileira passar perante o mundo inteiro."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,É só por isso.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Outra parte do povo, está amparado por outro tanto de mentiras, que são os pacotes dito sociais pagos com endividamento e que retornam em forma de esmola e não crescimento."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Mais uma manobra presidencial, agora aliciando os jornalistas que são os comunicadores da mídia e fazedores de opinião."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Medidas articuladas e repentinas, Mercadante discutindo o teor da redação e vasculhando o conteúdo dos alunos?"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Compra de votos.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Se fosse algum prefeito que tivesse cometido esses crimes contra a lei de responsabilidade fiscal ele já teria sido deposto, engraçado que Collor foi deposto por muito menos que isso."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,A senhora presidente não submeteu os empréstimos do BNDES ao senado antes de mandar dinheiro para Cuba através de empreiteiras como preconiza o artigo 19 da Constituição.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Estamos a beira de uma guerra civil devido a essa péssima gestão.
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Não é por não gostar não é por corrupção e incompetência mesmo !!!!!
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Sra. Presidente. Existe golpe sim.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Golpe contra a boa fé do povo brasileiro que a elegeu.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Golpe contra a lei eleitoral, ao fazer na sua campanha do uso da maquina administrativa e de recursos desviados."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golpe contra as finanças do país.
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Golpe contra a constituição brasileira ao atentar contra a lei orçamentária e o envio de recursos a países estrangeiros sem autorização do congresso.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,Golpe contra a arrecadação e contra a economia popular.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sim a Sra. é a maior golpista da história desta nação.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"O grande problema deste governo é que atua para permanecer no governo, e tudo que se faz e desfaz, por exemplo o dinheiro público que foi desfeito como ouro que escorre pelas mãos, foi para não perder o poder, a isto chamam democracia?"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,E o povo?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,É só eleitor.
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"Em 1999 o então dep fed Jose Dirceu colocou um pedido de impedimento contra FHC, por muitíssimo menos que as pedaladas, dizendo literalmente ""qualquer deputado pode pedir impedimento do presidente"" e que governista que dizia que era golpe ""era porque não tinha assunto""."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O então pres da camara que aceitou o pedido era o Temer.
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"E como sempre, para esta turma, quando ""eu"" faço é democracia, quando o ""outro"" faz é golpe... '"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Golpismo é aceitar ser presidenta e ser incompetenta.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fico pensando se não é melhor que ela fique ofegando e ofegante até o término do mandato.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"É certo que iremos ainda sofrer muito, mas uma coisa é certa: O pt desaparece de vez."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golpe foi dado em 26/10/2014.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,mas vocês não notaram as inserções do partido mais corrupto do pais hoje nos canais de televisão aludindo que a democracia esta em perigo?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,vao copiar o aprendiz de ditador no pais ao norte do brasil.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Essa senhora foi a pior coisa que aconteceu ao Brasil em todos os tempos.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Depois dela, todas as portas para uma mulher foram fechadas."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Senhores nenéns, procurem um colo para chorarem porque a Dilma renunciar já mais."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Vocês alienados conseguirem o golpe?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Mais impossível ainda, chorem porque o tal do impeachment encheu tanto o pacote do povo, eu disse povo, que agora já era!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Você disse povo, com o desemprego em alta prepare-se para a próxima pesquisa."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Alienada.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,"""já mais""?"
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,"Pelo amor de Deus, que erro crasso de português."
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,"E ainda se autointitula ""Professora"",,,"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,É por essas que sua atitudes sempre retardatárias nunca surtem efeito e que está em total descrédito.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Por generosidade e grandiosidade, renuncie.Ninguém a quer fora porque não gostam de você e sim pela sua incompetência e pouca inteligência."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Sua quinta coluna.
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,"Parte da classe média alienada e outra ""enrabichada"" com políticos, ficam loucos para derrubar a Dilma, mas o tal do impeachment já era, poucos ""manés"" foram a Paulista e Copacabana, fizeram papel de tolos.."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Interessa mais ao povo brasileiro, eu disse povo, é ter um(a) presidente(a) honesta, e isso temos agora a Dilma."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Reviraram sua vida e constaram que nada, nadinha de ilícito ela praticou."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"Dá uma olhada na ficha criminal dela na época da ditadura olha lá as passagens dela fez parte grupos armados contra a ditadura e participou de sequestros para trocar por presos da ditadura, fora os crimes do seu governo."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Votou errado agora sofra bando de alienados.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"De golpe a DILMA, LULA e o PT entendem!"
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,Estão dando GOLPE no BRASIL desde 2003!
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Em 2016 o Brasil será o segundo do mundo em queda do PIB, -3.6%,estimado pelo Banco Mundial, mas que chegará facilmente a -5%, só perderemos para , a Venezuela, -4%."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Argentina terá um crescimento do PIB 2.2%.
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,"De 2004 a 2014, o Brasil, foi o país que menos cresceu nas Américas."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"o PARAGUAI cresceu 5 vezes mais, o Peru 5 vezes."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Isso sim é golpe.
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,"Hoje para pegar empréstimo o BRASIL pagaria 6,22% aa, o PERU 3,20% aa"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golpe!
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aliás, golpe de mestre é o que vc fez na casa do ex governador Ademar de Barros."
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"Quando foi levantada suspeita sobre o ministro chefe da casa civil do Itamar franco, este afastou-o do governo até que tudo fosse apurado. passado o tempo nada pesou sobre Eduardo Hargreaves e o assunto acabou bem."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"Hoje são fortes as suspeitas sobre o ministro Jaques Wagner e o seu relacionamento com o empresário arrolado na lava jato, a reação da presidente Dilma é blinda-lo."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Enorme diferenças moral e ética entre Dilma e Itamar.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sra. presidente se tem sentimento por favor renuncie já.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Sendo urgente necessita de uma ação rápida e corajosa pois com o aumento do desemprego elevando o deficit colossal existente, vai quebrar sem dinheiro para pagar os aposentados."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A demagogia impede de se atacar esse sério problema colocando ordem na casa.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Isso parece não interessar ao Governo.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mas dai pergunto: e se essa candidata escondeu tudo de ruim e mentiu para seus eleitores?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Isso não é motivo?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Mentir e jogar tudo para debaixo do tapete pode?
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Então senhores caloteiros...ao prometer que vai pagar quando pegar um dindin emprestado e não pagar não é crime!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Ou é?
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vixe...me confundi todo!
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Golpe é mentir o tempo todo para acobertar a verdade que o povão não pode saber desse projeto criminoso de poder desse governo PTistacomunista!!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,A questão nao e gostar mas sim competência
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Não é por baixa popularidade , é por Pasadena e outras coisas mais."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,O desgoverno tá mais perdido que cachorro que caiu de caminhão de mudança.
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"Sinceramente, a coisa tá muito feia, não há nenhum sinal que mostre que este desgoverno consiga fazer algo de bom pro país, não tem nada a não ser meter as mãos sujas nos bolsos da população, o resto é só blá blá pra ver como vai ficar, tá tudo dominado perla companheirada mamando nas tetas, eles não querem largar a mamata, tá na cara, só não enxerga quem não quer: o Brasil tá no fumo."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Golpe mesmo foi aquele dado em todos os acionistas minoritários de empresas estatais, sobretudo aquele golpe de mestre da maior capitalização do mundo...."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ela bebe e deve ser muito...!
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,- Alguém conhece algum destes que estão no governo e que saiba trabalhar??
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"É hora de trabalhar, o Governo deve fazer a sua parte, reduzindo cargos de confiança, fazendo uma administração transparente, ética, gerindo os recursos públicos com eficiência e eficácia."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"Propondo as reformas necessárias (política, tributária, desburocratizando e facilitando o empreendedorismo)."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"A previdência antes de ser reformada tem que ser auditada, com certeza teremos pensões pagas indevidamente e aposentadoria por invalidez inaptas."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,E o mais importante destravar a economia baixando juro
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Claro que não.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Tira-se um presidente quando não confiamos mais nele, nem como chefe de Estado, nem como gente."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alguém manda essa incompetente e ladra para a guilhotina!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Golpe é segurar tarifas e pedalar para reeleger-se.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Aparelhar o Estado para anular o efeito das investigações.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,proteger os responsáveis pelos desvios.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,não assumir a responsabilidade do cargo.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,fazer acordos com ditadores comunistas de países mais pobres para financiar obras com recursos públicos.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,lavar dinheiro da corrupção.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,jogar país na recessão e continuar no poder.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"A questão não é simpatizar ou não com ela, é simplesmente uma tentativa de salvar o Brasil."
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"Vários ex presidentes e muitos politicos conseguiram aposentadorias por volta dos quarenta e poucos anos e nós agora temos que pagar o pato ,trabalhando por mais tempo e conseguindo uma minguada aposentadoria no futuro.."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,"Então que se retire a aposentadoria deles todos, que costumam ter diversas acumuladas entre si e parentes deles, que sempre estiveram nas tetas do governo."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Essa sabe irritar, esse discurso de golpistas nada mas é para tirar saro."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Amargaremos marasmo econômico até quando por conta de querelas políticas dessa elite gananciosa e corrupta?
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Onde as opções de poder(judiciário-stf) da República para preencher esse vácuo de Poder prejudicial á Nação e indicar consulta popular?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,"Pobre Nação, pobres de nós do andar de baixo que sofremos e não nos manifestamos geral e genuinamente apontando e exigindo saída, apenas nos deixamos conduzir por falsos líderes que mais defendem os ""no poder"" que os ""dependentes do poder""."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dá asco ouvir essa senhora justificar seu mandato e permanecer na presidência.
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,É verdade...
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A gente além de não gostar da Dilma, detesta, tem raiva, abomina, etc..."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Todos os meus subordinados são corruptos, eu não."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Conversinha mole e fiada e assim dona Dilma se faz de alienada diante dos fatos políticos do país.
